?lab	?p	?g	?gLabel	?desc
"Jean-Noël Biraben"@en	<http://www.wikidata.org/entity/Q55621264>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"French physician and demographer"@en
"Gonzalo Sánchez"@en	<http://www.wikidata.org/entity/Q5582262>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Negro League Baseball player"@en
"Arjun Appadurai"@en	<http://www.wikidata.org/entity/Q560986>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"social-cultural anthropologist (born 1949)"@en
"Paul Connerton"@en	<http://www.wikidata.org/entity/Q5611401>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"British sociologist"@en
"Anke Voss-Hubbard"@en	<http://www.wikidata.org/entity/Q56421733>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"US archivist and feminist"@en
"Harry Collins"@en	<http://www.wikidata.org/entity/Q5668003>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Australian rules footballer (1892-1918)"@en
"William Mason"@en	<http://www.wikidata.org/entity/Q56701924>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"British engraver (1809-1875)"@en
"Paolo Rossi"@en	<http://www.wikidata.org/entity/Q56743799>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"researcher (ORCID 0000-0003-2620-7918)"@en
"Nira Yuval-Davis"@en	<http://www.wikidata.org/entity/Q56872942>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"British academic in sociology"@en
"Erich Fromm"@en	<http://www.wikidata.org/entity/Q57085>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German-American sociologist and psychoanalyst (1900–1980)"@en
"Erich Auerbach"@en	<http://www.wikidata.org/entity/Q57603>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German philologist (1892-1957)"@en
"Anthony D. King"@en	<http://www.wikidata.org/entity/Q58110675>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"architectural historian and sociologist"@en
"Felix Driver"@en	<http://www.wikidata.org/entity/Q58212019>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"geographer"@en
"David Kaufmann"@en	<http://www.wikidata.org/entity/Q58229649>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Swiss political scientist and assistant professor of spatial development and urban policy at the Swiss Federal Institute of Technology (ETH)"@en
"Edmund Husserl"@en	<http://www.wikidata.org/entity/Q58586>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German philosopher, known as the father of phenomenology (*1859 – †1938)"@en
"Gonzalo Sánchez"@en	<http://www.wikidata.org/entity/Q5883294>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	
"Anton Blok"@en	<http://www.wikidata.org/entity/Q588350>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Dutch anthropologist (1935–2024)"@en
"Henri Wallon"@en	<http://www.wikidata.org/entity/Q589355>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"French politician (1812-1904)"@en
"Anna Davin"@en	<http://www.wikidata.org/entity/Q59143386>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"British feminist historian"@en
"Lionel Giles"@en	<http://www.wikidata.org/entity/Q59188>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"British sinologist, writer and philosopher (1875–1958)"@en
"Lester-Irabinna Rigney"@en	<http://www.wikidata.org/entity/Q59201562>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Australian education researcher"@en
"Howard Winant"@en	<http://www.wikidata.org/entity/Q5921272>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American sociologist"@en
"Pierre Mayol"@en	<http://www.wikidata.org/entity/Q59524767>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"born:1945-07-08|died:2007-10-00|; Mayol, Pierre, 1945-2007"@en
"Albert Riedlinger"@en	<http://www.wikidata.org/entity/Q59529670>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"born:1882|died:1978|; Riedlinger, Albert, 1882-1978"@en
"Lionel Bataillon"@en	<http://www.wikidata.org/entity/Q59533237>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"born:1891|died:1961|; Bataillon, Lionel; Bataillon, Lionel, 1891-1961; Bataillion, Lionel; Bataillion, Lionel, 1891-"@en
"Herbert Marcuse"@en	<http://www.wikidata.org/entity/Q60030>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German philosopher, sociologist, and political theorist (1898–1979)"@en
"Aby Warburg"@en	<http://www.wikidata.org/entity/Q60185>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German art historian and cultural theorist (1866–1929)"@en
"Lise Vogel"@en	<http://www.wikidata.org/entity/Q60302384>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"American Marxist-feminist sociologist and art historian (b. 1938)"@en
"Alexander Kluge"@en	<http://www.wikidata.org/entity/Q60637>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German writer, philosopher, academic and film director (1932–2026)"@en
"J. T. Murphy"@en	<http://www.wikidata.org/entity/Q6107199>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"British politician"@en
"Walter Benjamin"@en	<http://www.wikidata.org/entity/Q61078>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German cultural critic, philosopher and social critic (1892–1940)"@en
"Bertha Pappenheim"@en	<http://www.wikidata.org/entity/Q61178>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Austrian feminist (1859–1936)"@en
"Paolo Rossi"@en	<http://www.wikidata.org/entity/Q61481777>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"author (1856-1938)"@en
"Paolo Rossi"@en	<http://www.wikidata.org/entity/Q61481778>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"author (1927-2017)"@en
"Jane M. Jacobs"@en	<http://www.wikidata.org/entity/Q6152513>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Australian geographer"@en
"David Ricardo"@en	<http://www.wikidata.org/entity/Q62006021>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Mexican playwright"@en
"David Harvey"@en	<http://www.wikidata.org/entity/Q62018273>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"British structural engineer"@en
"Oskar Negt"@en	<http://www.wikidata.org/entity/Q62239>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German philosopher (1934–2024)"@en
"Gonzalo Sánchez"@en	<http://www.wikidata.org/entity/Q62287032>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peruvian association football player"@en
"John Law"@en	<http://www.wikidata.org/entity/Q6244134>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Australian rules footballer"@en
"John Law"@en	<http://www.wikidata.org/entity/Q6244136>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American artist"@en
"John Law"@en	<http://www.wikidata.org/entity/Q6244138>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Irish bishop"@en
"John Law"@en	<http://www.wikidata.org/entity/Q6244142>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Hong Kong film director"@en
"John Law"@en	<http://www.wikidata.org/entity/Q6244146>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"British musician"@en
"John M. Janzen"@en	<http://www.wikidata.org/entity/Q6245849>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American anthropologist"@en
"Paul Rée"@en	<http://www.wikidata.org/entity/Q62596>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Prussian Doctor (1849–1901)"@en
"Christopher Freeman"@en	<http://www.wikidata.org/entity/Q62933905>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"researcher"@en
"David Harvey"@en	<http://www.wikidata.org/entity/Q63101114>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"mathematician (Ph.D. Harvard University 2008)"@en
"George Steiner"@en	<http://www.wikidata.org/entity/Q63708797>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Hugnarian-born composer (1900–1967)"@en
"George Steiner"@en	<http://www.wikidata.org/entity/Q63708821>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Canadian mathematician"@en
"George Steiner"@en	<http://www.wikidata.org/entity/Q63708850>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"physician, born 11 Mar. 1936"@en
"Kenneth Burke"@en	<http://www.wikidata.org/entity/Q6389917>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Irish hurler"@en
"Igor Kopytoff"@en	<http://www.wikidata.org/entity/Q63981705>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American anthropologist"@en
"Wang Feng"@en	<http://www.wikidata.org/entity/Q64015717>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"native of Shanyin during the Qing Dynasty"@en
"Kimberlé Crenshaw"@en	<http://www.wikidata.org/entity/Q6409990>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"American legal academic (born 1959)"@en
"Karl Knies"@en	<http://www.wikidata.org/entity/Q64265>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German economist and university lecturer (1821-1898)"@en
"John Law"@en	<http://www.wikidata.org/entity/Q645685>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"British sociologist"@en
"Amy Louise Erickson"@en	<http://www.wikidata.org/entity/Q64597133>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"historian"@en
"Anna Davin"@en	<http://www.wikidata.org/entity/Q64605828>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"researcher"@en
"Anna Davin"@en	<http://www.wikidata.org/entity/Q64707077>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	
"John Law"@en	<http://www.wikidata.org/entity/Q65084379>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Scottish Presbyterian minister"@en
"Jürgen Kocka"@en	<http://www.wikidata.org/entity/Q65770>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German historian"@en
"Wang Feng"@en	<http://www.wikidata.org/entity/Q65905155>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"person, CBDB ID = 438260"@en
"Wang Feng"@en	<http://www.wikidata.org/entity/Q65907369>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"person, CBDB ID = 378881"@en
"Wang Feng"@en	<http://www.wikidata.org/entity/Q65914279>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"person, CBDB ID = 411445"@en
"Wang Feng"@en	<http://www.wikidata.org/entity/Q65914345>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"person, China Biographical Database ID=381233"@en
"Hippolyte Bernheim"@en	<http://www.wikidata.org/entity/Q661050>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"French physician and neurologist (1840-1919)"@en
"Marianne Weber"@en	<http://www.wikidata.org/entity/Q66916>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"German women's rights activist and legal historian (1870-1954)"@en
"Madhav Gadgil"@en	<http://www.wikidata.org/entity/Q6727256>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Indian ecologist, writer, environmental activist"@en
"Margaret Storrs Grierson"@en	<http://www.wikidata.org/entity/Q6759931>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Founder and first director, Sophia Smith Collection, Smith College (1900-1997)"@en
"Michael Omi"@en	<http://www.wikidata.org/entity/Q6833247>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"جامعهشناس آمریکایی"@en
"Paolo Rossi"@en	<http://www.wikidata.org/entity/Q686429>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Italian philosopher and science historian (1923-2012)"@en
"Nevitt Sanford"@en	<http://www.wikidata.org/entity/Q7004982>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"professor of psychology at the University of California at Berkeley (1909–1995)"@en
"Nigel Smith"@en	<http://www.wikidata.org/entity/Q7032645>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Olympic skier"@en
"Nigel Smith"@en	<http://www.wikidata.org/entity/Q7032646>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"professional footballer (born 1958)"@en
"Nigel Smith"@en	<http://www.wikidata.org/entity/Q7032648>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"English footballer (born 1969)"@en
"Nigel Smith"@en	<http://www.wikidata.org/entity/Q7032649>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"British racing driver"@en
"Wang Feng"@en	<http://www.wikidata.org/entity/Q704990>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Chinese diver"@en
"Alexander Gerschenkron"@en	<http://www.wikidata.org/entity/Q709886>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American economist (1904–1978)"@en
"Paolo Rossi"@en	<http://www.wikidata.org/entity/Q7132241>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Italian footballer (1982)"@en
"Paul Willis"@en	<http://www.wikidata.org/entity/Q7154408>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American actor (1901-1960)"@en
"Paul Willis"@en	<http://www.wikidata.org/entity/Q7154409>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Cricket player (born 1952)"@en
"Paul Willis"@en	<http://www.wikidata.org/entity/Q7154410>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Scottish footballer (born 1991)"@en
"Peter Temin"@en	<http://www.wikidata.org/entity/Q7177268>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American economist (1937–2025)"@en
"Ranginui Walker"@en	<http://www.wikidata.org/entity/Q7292840>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"New Zealand writer and academic (1932–2016)"@en
"Rhoda Power"@en	<http://www.wikidata.org/entity/Q7320855>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"British broadcaster (1890–1957)"@en
"Charles F. Pidgin"@en	<http://www.wikidata.org/entity/Q73423127>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"patent holder"@en
"Robert D. Bullard"@en	<http://www.wikidata.org/entity/Q7343289>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American sociologist known as the father of environmental justice"@en
"Robert Kelley"@en	<http://www.wikidata.org/entity/Q7346296>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"President of the University of North Dakota"@en
"Michael Frisch"@en	<http://www.wikidata.org/entity/Q73677273>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"urban planning researcher"@en
"George Perkins Marsh"@en	<http://www.wikidata.org/entity/Q748127>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American politician (1801-1882)"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q75257132>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=16583"@en
"John Law"@en	<http://www.wikidata.org/entity/Q75341349>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=74703"@en
"Harry Collins"@en	<http://www.wikidata.org/entity/Q75357955>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=85936"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q75364466>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"(died 1921)"@en
"David Harvey"@en	<http://www.wikidata.org/entity/Q75427665>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"(died 1788)"@en
"Frances James"@en	<http://www.wikidata.org/entity/Q75442952>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=144561"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q75443583>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=144931"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q75469205>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=161492"@en
"James Tully"@en	<http://www.wikidata.org/entity/Q75497218>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=177628"@en
"Judith Butler"@en	<http://www.wikidata.org/entity/Q75611264>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"(died 1749)"@en
"Judith Butler"@en	<http://www.wikidata.org/entity/Q75634674>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=260521"@en
"William Mason"@en	<http://www.wikidata.org/entity/Q75652469>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=273411"@en
"John Law"@en	<http://www.wikidata.org/entity/Q75678437>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"(died 1827)"@en
"Brian Vickers"@en	<http://www.wikidata.org/entity/Q75689335>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=289381"@en
"Tony Bennett"@en	<http://www.wikidata.org/entity/Q75737837>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=309329"@en
"James Tully"@en	<http://www.wikidata.org/entity/Q75743822>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=312186"@en
"William Mason"@en	<http://www.wikidata.org/entity/Q75799394>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=339575"@en
"John Law"@en	<http://www.wikidata.org/entity/Q75850467>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=354638"@en
"David Harvey"@en	<http://www.wikidata.org/entity/Q75851457>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=355357"@en
"William Ashley"@en	<http://www.wikidata.org/entity/Q75869670>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=368714"@en
"Alfred Thayer Mahan"@en	<http://www.wikidata.org/entity/Q75879730>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=376063"@en
"Stuart Hall"@en	<http://www.wikidata.org/entity/Q75915063>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=400816"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q75917658>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"(died 1903)"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q75951655>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"(died 1926)"@en
"William Mason"@en	<http://www.wikidata.org/entity/Q75956624>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=428863"@en
"Alfred Marshall"@en	<http://www.wikidata.org/entity/Q75980746>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"(1838-1892)"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q76016998>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=470103"@en
"James Boswell"@en	<http://www.wikidata.org/entity/Q76026355>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=477191"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q76061638>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=503666"@en
"John Law"@en	<http://www.wikidata.org/entity/Q76066118>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=506992"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q76070882>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=509923"@en
"Melanie Klein"@en	<http://www.wikidata.org/entity/Q76081557>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=517379"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q76084026>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=519252"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q76092924>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=525503"@en
"David Ricardo"@en	<http://www.wikidata.org/entity/Q76104822>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=533976"@en
"William Mason"@en	<http://www.wikidata.org/entity/Q76105837>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=534727"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q76107078>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"(died 1786)"@en
"Frances James"@en	<http://www.wikidata.org/entity/Q76117192>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=542737"@en
"William Mason"@en	<http://www.wikidata.org/entity/Q76124638>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=548060"@en
"Reinhard Bendix"@en	<http://www.wikidata.org/entity/Q76175>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German-American sociologist"@en
"Frances James"@en	<http://www.wikidata.org/entity/Q76182727>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"(born 1841)"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q76191842>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=593702"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q76210502>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=606659"@en
"William Mason"@en	<http://www.wikidata.org/entity/Q76250882>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=637349"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q76251486>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=637798"@en
"Raymond Williams"@en	<http://www.wikidata.org/entity/Q76262605>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=646124"@en
"George Unwin"@en	<http://www.wikidata.org/entity/Q76265250>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=648203"@en
"Stuart Hall"@en	<http://www.wikidata.org/entity/Q7626610>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"British boxer"@en
"Stuart Hall"@en	<http://www.wikidata.org/entity/Q7626612>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"racecar driver"@en
"William Mason"@en	<http://www.wikidata.org/entity/Q76291250>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=667028"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q76307673>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"(1836-1840)"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q76307677>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"(1796-1823)"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q76310208>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=679322"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q76310890>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=679724"@en
"David Harvey"@en	<http://www.wikidata.org/entity/Q76317234>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=684060"@en
"Mary Douglas"@en	<http://www.wikidata.org/entity/Q76332762>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Peerage person ID=695397"@en
"Jürgen Habermas"@en	<http://www.wikidata.org/entity/Q76357>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German sociologist and philosopher (1929–2026)"@en
"Alfred Marshall"@en	<http://www.wikidata.org/entity/Q76361556>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Peerage person ID=711436"@en
"Siegfried Kracauer"@en	<http://www.wikidata.org/entity/Q76435>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German writer, journalist, sociologist, cultural critic, and film theorist (1889-1966)"@en
"Friedrich Schleiermacher"@en	<http://www.wikidata.org/entity/Q76576>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German theologian, philosopher, and biblical scholar (1768-1834)"@en
"Max Horkheimer"@en	<http://www.wikidata.org/entity/Q76826>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German philosopher and sociologist (1895–1973)"@en
"Franz Boas"@en	<http://www.wikidata.org/entity/Q76857>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German-American anthropologist"@en
"Harry Collins"@en	<http://www.wikidata.org/entity/Q769751>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"British sociologist of science"@en
"Heinrich Rickert"@en	<http://www.wikidata.org/entity/Q77012>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German philosopher (1863-1936)"@en
"Leo Löwenthal"@en	<http://www.wikidata.org/entity/Q77146>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German sociologist (1900–1993)"@en
"Friedrich Pollock"@en	<http://www.wikidata.org/entity/Q77175>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German social scientist (1894–1970)"@en
"Bruno Hildebrand"@en	<http://www.wikidata.org/entity/Q77667>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"German economist (1812-1878)"@en
"Tony Bennett"@en	<http://www.wikidata.org/entity/Q7821881>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American football player"@en
"Tony Bennett"@en	<http://www.wikidata.org/entity/Q7821882>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American politician"@en
"Tony Bennett"@en	<http://www.wikidata.org/entity/Q7821883>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"British sociologist (1947-)"@en
"Anna Freud"@en	<http://www.wikidata.org/entity/Q78485>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"austrian-British psychoanalyst (1895–1982)"@en
"Victor Turner"@en	<http://www.wikidata.org/entity/Q7926403>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"English-Pakistani civil service officer, statistician and economist (1892-1974)"@en
"Wang Feng"@en	<http://www.wikidata.org/entity/Q7967428>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"Chinese canoeist"@en
"Wang Feng"@en	<http://www.wikidata.org/entity/Q7967432>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Chinese rock musician and composer (born 1971)"@en
"William H. Sewell Jr."@en	<http://www.wikidata.org/entity/Q8010586>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American academic"@en
"William Mason"@en	<http://www.wikidata.org/entity/Q8015205>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Virginia planter and militiaman of the American Revolutionary War"@en
"William Mason"@en	<http://www.wikidata.org/entity/Q8015206>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American gunsmith (1837–1913)"@en
"William Mason"@en	<http://www.wikidata.org/entity/Q8015207>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"U.S. politician (1786–1860)"@en
"William Mason"@en	<http://www.wikidata.org/entity/Q8015208>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"cricketer (1811-1865)"@en
"William Mason"@en	<http://www.wikidata.org/entity/Q8015210>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"American mechanical engineer (1808-1883)"@en
"William Mason"@en	<http://www.wikidata.org/entity/Q8015217>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"New Zealand architect (1810–1897)"@en
"William Mason"@en	<http://www.wikidata.org/entity/Q8015219>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"English Calvinist writer"@en
"Charles Blondel"@en	<http://www.wikidata.org/entity/Q821925>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"French physician, philosopher and psychologist (1876–1939)"@en
"Wang Feng"@en	<http://www.wikidata.org/entity/Q8298441>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"Chinese politician (1910-1998)"@en
"Melanie Klein"@en	<http://www.wikidata.org/entity/Q82999>	<http://www.wikidata.org/entity/Q6581072>	"female"@en	"British Austrian born psychoanalyst (1882–1960)"@en
"James Epstein"@en	<http://www.wikidata.org/entity/Q83422387>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"historian"@en
"Carl Menger"@en	<http://www.wikidata.org/entity/Q84177>	<http://www.wikidata.org/entity/Q6581097>	"male"@en	"founder of the Austrian School of economics (1840–1921)"@en
