id,title,aliases,publication_role,identity_status,publication_start,publication_end,publication_status,checked_subject_classifications,provisional_subject_classifications,source_ids,issns,languages,date_basis,date_start_kind,bibliographic_record_count,library_subject_heading_count
journal_f1f84936492363e6,Anthropology and Archeology of Eurasia,Anthropology and Archeology of Eurasia,periodical_candidate,bibliographic_metadata_checked,,,unknown,Anthropology and ethnography | Russia and Eurasia,Archaeology,journal_source_sheet_1389 | journal_source_library_bc066bcad1850e61 | journal_source_library_9c2d46268308dde9 | journal_source_library_aa05c9dfa16eecf9,1061-1959 | 1558-092X,eng | rus,,,3,35
journal_f9db737fd70a6563,Antiguo Oriente,Antiguo Oriente,periodical_candidate,bibliographic_metadata_checked,2003,,unknown,Classical | Middle East,,journal_source_wikipedia | journal_source_sheet_1389 | journal_source_library_13f6809678b854ab | journal_source_library_8c1be499cacdb810,1667-9202,spa,bibliographic_record,catalogued_title_start,2,13
journal_0f717df30b304d5f,Antik Tanulmanyok,Antik Tanulmanyok,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_124390f4234bafa7,Antike und Abendland,Antike und Abendland,periodical_candidate,bibliographic_metadata_checked,1945,,unknown,Classical studies | Greece,Ancient,journal_source_sheet_1389 | journal_source_library_4f51a4ea7a13cad9 | journal_source_library_bf55aaaec3b0b362 | journal_source_library_05f92db404e33586,0003-5696 | 1613-0421,eng | ger | ita,bibliographic_record,catalogued_title_start,3,76
journal_ca43077c181b5a69,Antiquaries Journal,Antiquaries Journal,periodical_candidate,title_matched_candidate,,,unknown,,Archaeology,journal_source_sheet_1389,,,,,0,0
journal_e192509c502601f2,Antiquite Tardive,Antiquite Tardive,periodical_candidate,title_matched_candidate,,,unknown,,Ancient | Late Antiquity,journal_source_sheet_1389,,,,,0,0
journal_016ce76060061eb0,Anuario Colombiano de Historia Social y de la Cultura,Anuario Colombiano de Historia Social y de la Cultura,periodical_candidate,bibliographic_metadata_checked,1963,,unknown,Iberoamerica | Social | Colombia,,journal_source_wikipedia | journal_source_sheet_1389 | journal_source_library_b09aa2368d65ec0d | journal_source_library_db18e00ce21b213f,0120-2456,spa,bibliographic_record,catalogued_title_start,2,8
journal_06d93b627ca5596b,Anuario de Estudios Americanos,Anuario de Estudios Americanos,periodical_candidate,bibliographic_metadata_checked,,,unknown,Americas | Latin America and Caribbean | Iberia,,journal_source_sheet_271 | journal_source_ooir | journal_source_library_64449cf3f976c25f | journal_source_library_65cba66aa0b4632c,0210-5810,spa,,,2,16
journal_2e04fa56f6705ec2,Anuario de Estudios Medievales,Anuario de Estudios Medievales,periodical_candidate,bibliographic_metadata_checked,,,unknown,Middle Ages | Iberia,,journal_source_sheet_1389 | journal_source_library_bcfca1f9445b41bb | journal_source_library_5d4f33719f209b0c,0066-5061 | 1988-4230,spa,,,2,10
journal_f13d6292fe84a3b8,Anuario de Historia de la Iglesia,Anuario de Historia de la Iglesia,periodical_candidate,bibliographic_metadata_checked,1992,,unknown,Religion,,journal_source_wikipedia | journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir | journal_source_library_3957713f096c48a7 | journal_source_library_444aa95db06be7bf,1133-0104 | 2174-0887,fre | ita | por | spa,bibliographic_record,catalogued_title_start,2,13
journal_d7b2481ceab90d37,Aportes,Aportes,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_feaf505a39d5e0be,Appalachian Journal,Appalachian Journal,periodical_candidate,bibliographic_metadata_checked,1972,,unknown,,Regional or local history,journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_library_57ee9eb2c7bf7e9f | journal_source_library_4c8938c84f963d32,0090-3779 | 2330-2291,eng,bibliographic_record,catalogued_title_start,2,6
journal_8f403103b95bd962,Approaching Religion,Approaching Religion,periodical_candidate,title_matched_candidate,,,unknown,,Religion,journal_source_sheet_1389,,,,,0,0
journal_ed36aa87373eecae,Arabic Sciences and Philosophy,Arabic Sciences and Philosophy,periodical_candidate,bibliographic_metadata_checked,1991,,unknown,Middle East | Science and technology | Philosophy,,journal_source_wikipedia | journal_source_sheet_1389 | journal_source_library_7302b22a2a194552 | journal_source_library_c2fc59c27bde6d72,0957-4239,eng | fre,bibliographic_record,catalogued_title_start,2,18
journal_8acaf33f4270e550,Arabica,Arabica,periodical_candidate,bibliographic_metadata_checked,1954,,unknown,Arab world | Islamic studies | Language and linguistics | Literature,,journal_source_sheet_271 | journal_source_ooir | journal_source_library_9955ede814cdc365 | journal_source_library_a631457b77a4078d,0570-5398 | 1570-0585,eng | fre,bibliographic_record,catalogued_title_start,2,18
journal_8ace63409371c1e4,Araucaria,Araucaria,periodical_candidate,bibliographic_metadata_checked,1999,,unknown,Politics and public policy | Latin America and Caribbean | Iberia,,journal_source_sheet_1389 | journal_source_library_b4b248b9e45add1e | journal_source_library_a9938e7171fb25ee,1575-6823,eng | spa,bibliographic_record,catalogued_title_start,2,14
journal_074a5b70dab9caaf,Arbeiderhistorie,Arbeiderhistorie,periodical_candidate,bibliographic_metadata_checked,1987,,unknown,"Socialism and related political traditions | Business, labor and economics",,journal_source_sheet_1389 | journal_source_library_86cfff95f2a8ce46,0801-7778,nor,bibliographic_record,catalogued_title_start,1,3
journal_b8f2fe53e0236dd6,Archaeologia Historica,Archaeologia Historica,periodical_candidate,bibliographic_metadata_checked,1976,,unknown,Archaeology,,journal_source_sheet_1389 | journal_source_library_17bf9a8d52dd0519 | journal_source_library_897305dec6f28dbd,0231-5823 | 2336-4386,cze | ger | slo,bibliographic_record,catalogued_title_start,2,4
journal_e6180f07092db2e9,Archaeologiai Ertesito,Archaeologiai Ertesito,periodical_candidate,title_matched_candidate,,,unknown,,Archaeology,journal_source_sheet_1389,,,,,0,0
journal_7a867a2039a5d1cc,Archaeological Prospection,Archaeological Prospection,periodical_candidate,bibliographic_metadata_checked,1994,,unknown,Archaeology,,journal_source_sheet_1389 | journal_source_library_b9c4c094a3f9d3a8 | journal_source_library_bf0e7ff815da017c,1075-2196,eng,bibliographic_record,catalogued_title_start,2,13
journal_535eb538f9cf8d74,Archaeometry,Archaeometry,periodical_candidate,bibliographic_metadata_checked,1958,,unknown,Archaeology,,journal_source_sheet_1389 | journal_source_library_ce4eca96958e9a57,0003-813X,eng,bibliographic_record,catalogued_title_start,1,10
journal_e831ae94ba35b0eb,Archipel,Archipel,periodical_candidate,bibliographic_metadata_checked,1971,,unknown,Southeast Asia,,journal_source_sheet_1389 | journal_source_library_732b81e19dffcb9a | journal_source_library_20656498a23d7a3e,0044-8613,eng | fre | ind,bibliographic_record,catalogued_title_start,2,19
journal_75de5b2b9ccbe3da,ArcHistoR,ArcHistoR,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_c7ff2e25f5d3a263,Architectural Histories,Architectural Histories,periodical_candidate,title_matched_candidate,,,unknown,,Architectural,journal_source_sheet_1389,,,,,0,0
journal_b3ca8061d47a3438,Architectural History,Architectural History,periodical_candidate,bibliographic_metadata_checked,1958,,unknown,Architectural,,journal_source_sheet_271 | journal_source_ooir | journal_source_library_645b94539ce9387d | journal_source_library_d0133d872fb24c4a,0066-622X | 2059-5670,eng,bibliographic_record,catalogued_title_start,2,19
journal_2d7f1ac6370d2e23,Architecture and Urban Planning,Architecture and Urban Planning,periodical_candidate,title_matched_candidate,,,unknown,,Architectural,journal_source_sheet_1389,,,,,0,0
journal_30dc2945ef14d2dc,"Archiv fur Diplomatik, Schriftgeschichte, Siegel- und Wappenkunde","Archiv fur Diplomatik, Schriftgeschichte, Siegel- und Wappenkunde",periodical_candidate,title_matched_candidate,,,unknown,,Archives,journal_source_sheet_1389,,,,,0,0
journal_e91f3fc65327a107,Archiv fur Papyrusforschung und Verwandte Gebiete,Archiv fur Papyrusforschung und Verwandte Gebiete,periodical_candidate,title_matched_candidate,,,unknown,,Papyrology,journal_source_sheet_1389,,,,,0,0
journal_3e187ae31b9bd5c4,Archiv fur Reformationsgeschichte - Archive for Reformation History,Archiv fur Reformationsgeschichte - Archive for Reformation History,periodical_candidate,title_matched_candidate,,,unknown,,Early modern | Religion,journal_source_sheet_271,,,,,0,0
journal_a0dc5a5837c160d6,Archiv Orientalni,Archiv Orientalni,periodical_candidate,title_matched_candidate,,,unknown,Asia | Africa | Religion | Language and linguistics | Literature | Politics and public policy | General history,,journal_source_sheet_1389,,,,,0,0
journal_b8e0193eff375137,Archival Science,Archival Science,periodical_candidate,bibliographic_metadata_checked,,,unknown,Archives,,journal_source_sheet_1389 | journal_source_library_1c851bf27e8a280d,1573-7500,eng,,,1,4
journal_50555d07febbd77e,Archivaria,Archivaria,periodical_candidate,bibliographic_metadata_checked,,,unknown,Archives | Canada,,journal_source_wikipedia | journal_source_library_69e6852dd23b43b3 | journal_source_library_1ce505635263ec42,0318-6954,eng,,,2,17
journal_de848a69262a7100,Archives,Archives,periodical_candidate,title_matched_candidate,,,unknown,Archives,,journal_source_wikipedia | journal_source_sheet_1389,,,,,0,0
journal_2ac1462c9693f873,Archives and Records,Archives and Records,periodical_candidate,bibliographic_metadata_checked,,,unknown,Archives,,journal_source_sheet_1389 | journal_source_library_377ee95454e94e0b | journal_source_library_0985610708680174,2325-7962 | 2325-7989,eng,,,2,8
journal_b43fdf40584be57d,Archives Juives,Archives Juives,periodical_candidate,bibliographic_metadata_checked,,,unknown,Jewish studies,,journal_source_sheet_1389 | journal_source_library_6c43f206ded73d7e,0003-9837,fre,,,1,4
journal_f6eda6c777ce6ed8,Archives of Natural History,Archives of Natural History,periodical_candidate,bibliographic_metadata_checked,,,unknown,Science and technology,,journal_source_sheet_1389 | journal_source_library_0c4c044598874788 | journal_source_library_3863e8df8f7890e6,0260-9541,eng,,,2,13
journal_5f366901b0f2ce47,Archivio Storico Italiano,Archivio Storico Italiano,periodical_candidate,bibliographic_metadata_checked,1842,,unknown,Italy,,journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_library_e1d222e2662a7b8d | journal_source_library_2a07c3985405ebe9,0391-7770,ita,bibliographic_record,catalogued_title_start,2,10
journal_f79eaa7c902e07c9,Archivium Hibernicum,Archivium Hibernicum,periodical_candidate,bibliographic_metadata_checked,1912,,unknown,Ireland | Archives,,journal_source_wikipedia | journal_source_sheet_1389 | journal_source_library_c406459a471b5cd7,0044-8745,eng | gle | ita | lat | spa,bibliographic_record,catalogued_title_start,1,3
journal_1780ec912491c04c,Archivo Espanol de Arqueologia,Archivo Espanol de Arqueologia,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_ec7cbde01f926330,Archivos de Historia del Movimiento Obrero y la Izquierda,Archivos de Historia del Movimiento Obrero y la Izquierda,periodical_candidate,bibliographic_metadata_checked,2012,,unknown,Socialism and related political traditions,"Business, labor and economics",journal_source_sheet_1389 | journal_source_library_29808bad83009e26 | journal_source_library_ded6782d2bf5a9c8,2313-9749 | 2683-9601,spa,bibliographic_record,catalogued_title_start,2,17
journal_2c28262684832c72,Arenal,Arenal,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_d66a93cd9ae701f7,Aries,Aries,periodical_candidate,bibliographic_metadata_checked,,,unknown,,,journal_source_sheet_1389 | journal_source_library_d59f6075e8399518 | journal_source_library_5e92990f10a168a9,1567-9896 | 1570-0593,eng,,,2,11
journal_b5b4c2020777fc7f,Arkansas Historical Quarterly,Arkansas Historical Quarterly,periodical_candidate,title_matched_candidate,,,unknown,United States,,journal_source_wikipedia | journal_source_sheet_271 | journal_source_sheet_1389,,,,,0,0
journal_93b3b533bbf8de5b,Arms and Armour,Arms and Armour,periodical_candidate,bibliographic_metadata_checked,,,unknown,,Military,journal_source_sheet_1389 | journal_source_library_bf9b3a9572040016 | journal_source_library_48dba7a3e814181d,1741-6124 | 1749-6268,eng,,,2,9
journal_137d24576962fec5,Ars Judaica,Ars Judaica,periodical_candidate,bibliographic_metadata_checked,2005,,unknown,,Art history | Jewish studies,journal_source_sheet_1389 | journal_source_library_ef6e55a1914070c2 | journal_source_library_9539923bd0ffe9c2,1565-6721 | 2516-4252,eng,bibliographic_record,catalogued_title_start,2,17
journal_a91acae2caf7033f,Art and Perception,Art and Perception,periodical_candidate,bibliographic_metadata_checked,2013,,unknown,Art,Art history,journal_source_sheet_1389 | journal_source_library_c48053ea7629c6bb,2213-4905,eng,bibliographic_record,catalogued_title_start,1,6
journal_2121c26606d91d6c,Art Bulletin,Art Bulletin,periodical_candidate,title_matched_candidate,,,unknown,,Art history,journal_source_sheet_1389,,,,,0,0
journal_c5ddfe74fa29a47f,Art History and Criticism,Art History and Criticism,periodical_candidate,title_matched_candidate,,,unknown,,Art history,journal_source_sheet_1389,,,,,0,0
journal_6cf732f1a6b422f5,Arthuriana,Arthuriana,periodical_candidate,bibliographic_metadata_checked,,,unknown,Britain,,journal_source_wikipedia | journal_source_sheet_1389 | journal_source_library_95fd12e328e886ab | journal_source_library_da02cb59db3e48e4 | journal_source_library_5afdcbf9ac221932,1078-6279,eng,,,3,13
journal_1344edbbda533c2f,ARTMargins,ARTMargins,periodical_candidate,bibliographic_metadata_checked,2012,,unknown,Art,,journal_source_sheet_1389 | journal_source_library_282277db753ce1b4 | journal_source_library_a4ab33d23f54f2db,2162-2574 | 2162-2582,eng,bibliographic_record,catalogued_title_start,2,15
journal_33d3cd88af7148fc,"ARYS. Antiguedad, Religiones y Sociedades","ARYS. Antiguedad, Religiones y Sociedades",periodical_candidate,title_matched_candidate,,,unknown,,Religion,journal_source_sheet_1389,,,,,0,0
journal_450ed7649dacd7a8,Asia Maior,Asia Maior,periodical_candidate,title_matched_candidate,,,unknown,Asia,,journal_source_sheet_1389,,,,,0,0
journal_2e9342c7983b8644,Asia Pacific Perspectives,Asia Pacific Perspectives,research_journal,publisher_metadata_checked,2001,,unknown,Chinese studies resources | Asia Pacific | Asia,,journal_source_toronto | journal_source_usf_app | journal_source_library_5e663843423f7c5c,2167-1699,eng,bibliographic_record,catalogued_title_start,1,4
journal_b593c1e34bb05016,Asia Policy,Asia Policy,periodical_candidate,bibliographic_metadata_checked,2006,,unknown,Asia | East Asia,,journal_source_sheet_1389 | journal_source_library_e191520d7d93765e | journal_source_library_65f78dd6162a757c,1559-0968,eng,bibliographic_record,catalogued_title_start,2,12
journal_c4c26d5c273b75d4,Asia-Pacific Review,Asia-Pacific Review,periodical_candidate,bibliographic_metadata_checked,1994,,unknown,East Asia | Asia Pacific,Asia,journal_source_sheet_1389 | journal_source_library_15dbd3191aae197e | journal_source_library_fa2ba28177f7c86d,1343-9006 | 1469-2937,eng,bibliographic_record,catalogued_title_start,2,33
journal_b70d01b662869d6f,Asia-Pacific Social Science Review,Asia-Pacific Social Science Review,periodical_candidate,title_matched_candidate,,,unknown,,Asia,journal_source_sheet_1389,,,,,0,0
journal_853f152e9dc75404,Asia-Pasific Journal: Japan Focus,Asia-Pasific Journal: Japan Focus,periodical_candidate,title_matched_candidate,,,unknown,,East Asia,journal_source_sheet_1389,,,,,0,0
journal_3e17477cc70b7285,Asian International Studies Review,Asian International Studies Review,periodical_candidate,bibliographic_metadata_checked,2016,,unknown,International relations and diplomatic,Asia,journal_source_sheet_1389 | journal_source_library_e13fe15210176d3f,2667-078X,eng,bibliographic_record,catalogued_title_start,1,8
